gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
SDN202204200,gutiv001,CIN,14,20,3,4,2,1,20220420,0,regular
SDN202204200,gorem001,SDN,15,20,0,2,7,1,20220420,0,regular
SEA202204200,dunnd001,TEX,12,20,3,3,3,1,20220420,0,regular
SEA202204200,gilbl002,SEA,20,24,0,0,4,1,20220420,0,regular
WAS202204200,kellm002,ARI,18,25,1,1,5,1,20220420,0,regular
WAS202204200,fedde001,WAS,10,20,6,1,3,1,20220420,0,regular
BOS202204210,gausk001,TOR,24,28,1,0,8,1,20220421,0,regular
BOS202204210,houct001,BOS,15,19,2,1,4,1,20220421,0,regular
CHN202204210,wilsb003,PIT,9,15,3,4,2,1,20220421,0,regular
CHN202204210,leitm002,CHN,12,16,2,2,3,1,20220421,0,regular
CLE202204210,ceasd001,CHA,16,27,4,2,3,1,20220421,0,regular
CLE202204210,plesz001,CLE,20,25,1,1,3,1,20220421,0,regular
DET202204210,montj004,NYA,18,23,1,2,5,1,20220421,0,regular
DET202204210,pinem001,DET,15,18,0,0,2,1,20220421,0,regular
KCA202204210,ryanj002,MIN,18,19,0,1,5,1,20220421,0,regular
KCA202204210,greiz001,KCA,15,20,1,1,1,1,20220421,0,regular
MIA202204210,hickj002,SLN,9,12,1,2,3,1,20220421,0,regular
MIA202204210,lopep002,MIA,21,24,0,0,9,1,20220421,0,regular
NYN202204210,desca001,SFN,15,24,5,1,4,1,20220421,0,regular
NYN202204210,carrc003,NYN,23,28,2,0,7,1,20220421,0,regular
OAK202204210,wellt003,BAL,7,12,2,0,1,1,20220421,0,regular
OAK202204210,blacp001,OAK,15,17,1,0,4,1,20220421,0,regular
SEA202204210,heart001,TEX,9,19,5,4,4,1,20220421,0,regular
SEA202204210,gonzm005,SEA,14,24,2,1,6,1,20220421,0,regular
WAS202204210,daviz001,ARI,15,19,2,2,7,1,20220421,0,regular
WAS202204210,rogej003,WAS,13,20,4,1,2,1,20220421,0,regular
ANA202204220,zimmb002,BAL,18,21,2,1,6,1,20220422,0,regular
ANA202204220,detmr001,ANA,15,19,2,1,4,1,20220422,0,regular
ARI202204220,peted003,NYN,17,20,1,1,3,1,20220422,0,regular
ARI202204220,gallz001,ARI,15,18,1,1,7,1,20220422,0,regular
ATL202204220,roget003,MIA,15,20,0,2,4,1,20220422,0,regular
ATL202204220,wrigk001,ATL,18,24,0,1,11,1,20220422,0,regular
CHN202204220,quinj001,PIT,14,19,2,3,3,1,20220422,0,regular
CHN202204220,smyld001,CHN,15,22,4,1,4,1,20220422,0,regular
CIN202204220,matzs001,SLN,15,22,1,2,6,1,20220422,0,regular
CIN202204220,greeh001,CIN,10,19,3,4,3,1,20220422,0,regular
HOU202204220,strir001,TOR,12,18,3,1,2,1,20220422,0,regular
HOU202204220,verlj001,HOU,18,22,3,1,5,1,20220422,0,regular
MIN202204220,kopem001,CHA,15,17,0,1,7,1,20220422,0,regular
MIN202204220,oberb002,MIN,15,20,1,0,6,1,20220422,0,regular
NYA202204220,morge001,CLE,9,12,2,2,5,1,20220422,0,regular
NYA202204220,tailj001,NYA,15,21,1,0,5,1,20220422,0,regular
OAK202204220,ottog001,TEX,15,18,1,1,5,1,20220422,0,regular
OAK202204220,ollea001,OAK,15,22,5,2,2,1,20220422,0,regular
PHI202204220,peraf001,MIL,15,20,1,2,6,1,20220422,0,regular
PHI202204220,suarr001,PHI,14,21,1,3,4,1,20220422,0,regular
SDN202204220,uriaj001,LAN,15,20,1,3,6,1,20220422,0,regular
SDN202204220,martn002,SDN,14,22,2,5,4,1,20220422,0,regular
SEA202204220,kellb003,KCA,14,23,3,2,4,1,20220422,0,regular
SEA202204220,flexc001,SEA,21,26,1,0,5,1,20220422,0,regular
TBA202204220,wachm001,BOS,15,21,2,2,3,1,20220422,0,regular
TBA202204220,klubc001,TBA,15,25,4,1,3,1,20220422,0,regular
WAS202204220,longs002,SFN,6,8,0,0,1,1,20220422,0,regular
WAS202204220,corbp001,WAS,5,15,7,3,4,1,20220422,0,regular
ANA202204230,watks003,BAL,15,21,2,3,3,1,20220423,0,regular
ANA202204230,syndn001,ANA,17,24,2,2,6,1,20220423,0,regular
ARI202204230,willt002,NYN,6,13,4,0,0,1,20220423,0,regular
ARI202204230,casth002,ARI,15,19,2,1,5,1,20220423,0,regular
ATL202204230,herne002,MIA,14,22,5,0,4,1,20220423,0,regular
ATL202204230,andei001,ATL,15,24,2,3,4,1,20220423,0,regular
CHN202204230,thomz001,PIT,6,19,4,2,1,1,20220423,0,regular
CHN202204230,hendk001,CHN,21,23,0,0,2,1,20220423,0,regular
CIN202204230,hudsd002,SLN,20,23,0,4,4,1,20220423,0,regular
CIN202204230,mahlt001,CIN,13,21,2,3,3,1,20220423,0,regular
DET202204231,senza001,COL,15,23,5,0,3,1,20220423,1,regular
DET202204231,skubt001,DET,18,22,0,0,6,1,20220423,1,regular
DET202204232,gomba001,COL,18,22,0,0,8,1,20220423,2,regular
DET202204232,brieb001,DET,15,20,3,2,3,1,20220423,2,regular
HOU202204230,manoa001,TOR,18,25,2,0,5,1,20220423,0,regular
HOU202204230,urquj001,HOU,17,23,2,1,3,1,20220423,0,regular
MIN202204230,velav001,CHA,10,19,5,1,6,1,20220423,0,regular
MIN202204230,bundd001,MIN,15,19,0,0,4,1,20220423,0,regular
NYA202204230,quanc001,CLE,19,25,3,3,2,1,20220423,0,regular
NYA202204230,cortn001,NYA,19,21,2,2,8,1,20220423,0,regular
OAK202204230,perem004,TEX,18,21,0,1,5,1,20220423,0,regular
OAK202204230,montf001,OAK,22,26,2,1,8,1,20220423,0,regular
PHI202204230,housa001,MIL,18,23,3,1,3,1,20220423,0,regular
PHI202204230,wheez001,PHI,15,22,4,0,5,1,20220423,0,regular
SDN202204230,andet002,LAN,14,20,2,3,4,1,20220423,0,regular
SDN202204230,darvy001,SDN,18,22,0,3,7,1,20220423,0,regular
SEA202204230,bubik001,KCA,6,14,5,1,1,1,20220423,0,regular
SEA202204230,brasm001,SEA,13,22,3,4,2,1,20220423,0,regular
TBA202204230,whitg002,BOS,12,13,0,0,7,1,20220423,0,regular
TBA202204230,feyej001,TBA,6,6,0,0,2,1,20220423,0,regular
WAS202204230,wooda002,SFN,15,20,2,1,5,1,20220423,0,regular
WAS202204230,sanca006,WAS,13,18,4,1,1,1,20220423,0,regular
ANA202204240,ellic001,BAL,0,5,5,3,0,1,20220424,0,regular
ANA202204240,suarj001,ANA,13,19,3,2,6,1,20220424,0,regular
ARI202204240,megit002,NYN,20,26,2,1,7,1,20220424,0,regular
ARI202204240,bumgm001,ARI,15,18,0,0,4,1,20220424,0,regular
ATL202204240,luzaj001,MIA,15,21,1,4,8,1,20220424,0,regular
ATL202204240,eldeb001,ATL,14,24,2,6,4,1,20220424,0,regular
CHN202204240,brubj001,PIT,9,14,1,2,4,1,20220424,0,regular
CHN202204240,steej002,CHN,9,17,3,4,2,1,20220424,0,regular
CIN202204240,waina001,SLN,15,23,4,3,3,1,20220424,0,regular
CIN202204240,lodon001,CIN,17,22,1,0,7,1,20220424,0,regular
DET202204240,kuhlc001,COL,18,23,1,2,4,1,20220424,0,regular
DET202204240,alext001,DET,11,20,5,1,2,1,20220424,0,regular
HOU202204240,kikuy001,TOR,11,20,2,5,4,1,20220424,0,regular
HOU202204240,garcl007,HOU,18,23,5,1,6,1,20220424,0,regular
MIN202204240,gioll001,CHA,12,19,1,3,9,1,20220424,0,regular
MIN202204240,archc001,MIN,9,15,2,3,2,1,20220424,0,regular
NYA202204240,civaa001,CLE,9,18,6,1,3,1,20220424,0,regular
NYA202204240,coleg001,NYA,20,24,0,1,9,1,20220424,0,regular
OAK202204240,richg002,TEX,6,8,0,1,1,1,20220424,0,regular
OAK202204240,irvic001,OAK,15,19,0,2,4,1,20220424,0,regular
PHI202204240,lauee001,MIL,18,24,0,1,13,1,20220424,0,regular
PHI202204240,nolaa001,PHI,21,22,0,1,9,1,20220424,0,regular
SDN202204240,kersc001,LAN,15,19,1,0,3,1,20220424,0,regular
SDN202204240,manas001,SDN,13,23,6,3,5,1,20220424,0,regular
SEA202204240,hernc006,KCA,16,24,3,2,4,1,20220424,0,regular
SEA202204240,ray-r002,SEA,18,23,2,1,5,1,20220424,0,regular
TBA202204240,hillr001,BOS,12,18,0,3,1,1,20220424,0,regular
TBA202204240,mccls003,TBA,21,27,2,0,7,1,20220424,0,regular
WAS202204240,webbl001,SFN,20,28,3,1,6,1,20220424,0,regular
WAS202204240,adonj001,WAS,12,19,5,1,3,1,20220424,0,regular
ANA202204250,biebs001,CLE,19,28,3,2,6,1,20220425,0,regular
ANA202204250,lorem002,ANA,18,23,0,4,3,1,20220425,0,regular
ARI202204250,buehw001,LAN,27,31,0,0,10,1,20220425,0,regular
ARI202204250,kellm002,ARI,18,26,3,2,4,1,20220425,0,regular
MIL202204250,longs002,SFN,3,4,0,0,1,1,20220425,0,regular
MIL202204250,burnc002,MIL,20,24,0,2,11,1,20220425,0,regular
PHI202204250,freek001,COL,15,24,1,1,7,1,20220425,0,regular
PHI202204250,gibsk002,PHI,17,21,2,2,4,1,20220425,0,regular
SLN202204250,schem001,NYN,21,25,0,1,10,1,20220425,0,regular
SLN202204250,mikom001,SLN,21,27,0,1,5,1,20220425,0,regular
TEX202204250,valdf001,HOU,18,25,0,2,5,1,20220425,0,regular
TEX202204250,dunnd001,TEX,17,23,2,1,5,1,20220425,0,regular
TOR202204250,eovan001,BOS,21,24,2,0,5,1,20220425,0,regular
TOR202204250,berrj001,TOR,21,26,2,1,4,1,20220425,0,regular
ANA202204260,mcket001,CLE,17,24,4,0,6,1,20220426,0,regular
ANA202204260,sandp002,ANA,21,24,0,1,9,1,20220426,0,regular
ARI202204260,gonst001,LAN,12,18,2,1,5,1,20220426,0,regular
ARI202204260,daviz001,ARI,12,17,3,4,3,1,20220426,0,regular
ATL202204260,strom001,CHN,18,24,2,0,3,1,20220426,0,regular
ATL202204260,friem001,ATL,18,23,1,0,4,1,20220426,0,regular
CHA202204260,lyncd001,KCA,18,23,0,2,7,1,20220426,0,regular
CHA202204260,keucd001,CHA,12,20,0,5,2,1,20220426,0,regular
CIN202204260,musgj001,SDN,18,26,2,1,4,1,20220426,0,regular
CIN202204260,sanmr001,CIN,9,18,9,1,2,1,20220426,0,regular
MIN202204260,rodre004,DET,18,23,3,2,6,1,20220426,0,regular
MIN202204260,paddc001,MIN,17,21,1,1,6,1,20220426,0,regular
NYA202204260,lylej001,BAL,14,23,6,1,3,1,20220426,0,regular
NYA202204260,sevel001,NYA,18,23,4,2,5,1,20220426,0,regular
PHI202204260,marqg001,COL,11,20,4,1,1,1,20220426,0,regular
PHI202204260,efliz001,PHI,18,21,1,1,3,1,20220426,0,regular
PIT202204260,woodb005,MIL,12,21,4,2,6,1,20220426,0,regular
PIT202204260,kellm003,PIT,14,20,4,2,1,1,20220426,0,regular
SFN202204260,jeffd001,OAK,12,18,5,2,3,1,20220426,0,regular
SFN202204260,rodoc001,SFN,18,23,1,2,9,1,20220426,0,regular
SLN202204260,bassc001,NYN,18,23,0,3,6,1,20220426,0,regular
SLN202204260,hickj002,SLN,6,10,2,2,1,1,20220426,0,regular
TBA202204260,gilbl002,SEA,17,21,0,3,7,1,20220426,0,regular
TBA202204260,wislm001,TBA,6,8,0,0,2,1,20220426,0,regular
TEX202204260,odorj001,HOU,18,20,1,1,4,1,20220426,0,regular
TEX202204260,heart001,TEX,15,20,4,1,4,1,20220426,0,regular
TOR202204260,piven001,BOS,14,20,2,4,6,1,20220426,0,regular
TOR202204260,gausk001,TOR,18,22,0,0,9,1,20220426,0,regular
WAS202204260,alcas001,MIA,18,23,1,3,5,1,20220426,0,regular
WAS202204260,grayj004,WAS,17,27,4,3,10,1,20220426,0,regular
ANA202204270,plesz001,CLE,11,21,6,2,2,1,20220427,0,regular
ANA202204270,ohtas001,ANA,15,21,2,1,4,1,20220427,0,regular
ARI202204270,uriaj001,LAN,18,21,1,2,4,1,20220427,0,regular
ARI202204270,gallz001,ARI,18,23,0,2,5,1,20220427,0,regular
ATL202204270,leitm002,CHN,6,10,0,1,0,1,20220427,0,regular
ATL202204270,mortc002,ATL,7,14,3,4,1,1,20220427,0,regular
CHA202204270,greiz001,KCA,18,24,3,0,4,1,20220427,0,regular
CHA202204270,ceasd001,CHA,18,24,2,3,9,1,20220427,0,regular
CIN202204270,gorem001,SDN,15,22,1,2,10,1,20220427,0,regular
CIN202204270,gutiv001,CIN,12,22,6,6,2,1,20220427,0,regular
MIN202204270,pinem001,DET,15,21,4,0,2,1,20220427,0,regular
MIN202204270,ryanj002,MIN,21,23,0,1,9,1,20220427,0,regular
NYA202204270,wellt003,BAL,15,18,2,0,4,1,20220427,0,regular
NYA202204270,montj004,NYA,17,22,2,0,4,1,20220427,0,regular
PHI202204270,feltr001,COL,15,23,4,2,7,1,20220427,0,regular
PHI202204270,suarr001,PHI,18,24,3,1,3,1,20220427,0,regular
PIT202204270,ashba003,MIL,17,22,1,5,6,1,20220427,0,regular
PIT202204270,peted001,PIT,6,7,0,1,0,1,20220427,0,regular
SFN202204270,blacp001,OAK,15,18,0,1,4,1,20220427,0,regular
SFN202204270,longs002,SFN,3,4,1,0,1,1,20220427,0,regular
SLN202204270,carrc003,NYN,11,23,8,2,3,1,20220427,0,regular
SLN202204270,matzs001,SLN,12,20,4,2,6,1,20220427,0,regular
TBA202204270,gonzm005,SEA,1,3,1,1,1,1,20220427,0,regular
TBA202204270,rasmd002,TBA,18,21,0,1,9,1,20220427,0,regular
TEX202204270,javic001,HOU,15,20,2,2,4,1,20220427,0,regular
TEX202204270,ottog001,TEX,13,19,2,2,5,1,20220427,0,regular
TOR202204270,wachm001,BOS,18,24,1,2,5,1,20220427,0,regular
TOR202204270,strir001,TOR,15,20,1,0,7,1,20220427,0,regular
WAS202204270,lopep002,MIA,18,21,0,1,6,1,20220427,0,regular
WAS202204270,fedde001,WAS,14,19,2,3,5,1,20220427,0,regular
ANA202204280,quanc001,CLE,18,25,1,3,4,1,20220428,0,regular
ANA202204280,detmr001,ANA,15,18,1,1,4,1,20220428,0,regular
ATL202204280,smyld001,CHN,14,20,2,1,4,1,20220428,0,regular
ATL202204280,wrigk001,ATL,21,26,1,4,8,1,20220428,0,regular
CHA202204280,kellb003,KCA,21,22,1,0,3,1,20220428,0,regular
CHA202204280,kopem001,CHA,15,22,2,4,3,1,20220428,0,regular
CIN202204280,martn002,SDN,15,20,2,2,5,1,20220428,0,regular
CIN202204280,mahlt001,CIN,16,23,3,2,5,1,20220428,0,regular
MIN202204280,skubt001,DET,15,24,5,2,4,1,20220428,0,regular
MIN202204280,oberb002,MIN,11,19,1,2,3,1,20220428,0,regular
NYA202204280,zimmb002,BAL,13,21,3,1,5,1,20220428,0,regular
NYA202204280,tailj001,NYA,14,22,2,1,4,1,20220428,0,regular
PHI202204280,gomba001,COL,18,22,2,1,6,1,20220428,0,regular
PHI202204280,wheez001,PHI,18,22,0,4,7,1,20220428,0,regular
PIT202204280,peraf001,MIL,18,21,0,0,7,1,20220428,0,regular
PIT202204280,quinj001,PIT,15,19,1,0,9,1,20220428,0,regular
SLN202204280,casth002,ARI,6,13,5,1,0,1,20220428,0,regular
SLN202204280,hudsd002,SLN,18,22,0,3,4,1,20220428,0,regular
TBA202204280,flexc001,SEA,20,26,2,2,4,1,20220428,0,regular
TBA202204280,sprij001,TBA,8,11,1,0,3,1,20220428,0,regular
TEX202204280,verlj001,HOU,21,25,1,0,8,1,20220428,0,regular
TEX202204280,perem004,TEX,21,23,1,0,4,1,20220428,0,regular
TOR202204280,whitg002,BOS,9,16,0,2,2,1,20220428,0,regular
TOR202204280,manoa001,TOR,21,25,0,1,7,1,20220428,0,regular
WAS202204280,roget003,MIA,18,21,1,2,4,1,20220428,0,regular
WAS202204280,corbp001,WAS,18,25,2,2,8,1,20220428,0,regular
BAL202204290,hillr001,BOS,12,13,0,0,4,1,20220429,0,regular
BAL202204290,bradk001,BAL,18,23,2,1,2,1,20220429,0,regular
CHA202204290,hergj001,ANA,9,10,1,0,2,1,20220429,0,regular
CHA202204290,gioll001,CHA,18,24,3,1,7,1,20220429,0,regular
COL202204290,greeh001,CIN,13,24,4,4,6,1,20220429,0,regular
COL202204290,senza001,COL,19,26,1,2,1,1,20220429,0,regular
KCA202204290,cortn001,NYA,15,22,1,0,3,1,20220429,0,regular
KCA202204290,bubik001,KCA,15,19,3,0,3,1,20220429,0,regular
LAN202204290,alext001,DET,7,12,4,2,1,1,20220429,0,regular
LAN202204290,andet002,LAN,15,20,1,1,3,1,20220429,0,regular
MIA202204290,brasm001,SEA,6,13,6,2,3,1,20220429,0,regular
MIA202204290,herne002,MIA,15,21,3,1,5,1,20220429,0,regular
MIL202204290,hendk001,CHN,13,22,6,2,2,1,20220429,0,regular
MIL202204290,housa001,MIL,18,23,0,3,6,1,20220429,0,regular
NYN202204290,nolaa001,PHI,18,23,3,0,9,1,20220429,0,regular
NYN202204290,megit002,NYN,15,18,0,3,5,1,20220429,0,regular
OAK202204290,civaa001,CLE,12,21,6,1,3,1,20220429,0,regular
OAK202204290,montf001,OAK,15,23,5,4,6,1,20220429,0,regular
PIT202204290,darvy001,SDN,18,27,3,1,5,1,20220429,0,regular
PIT202204290,thomz001,PIT,13,18,4,2,3,1,20220429,0,regular
SFN202204290,sanca006,WAS,15,20,3,0,4,1,20220429,0,regular
SFN202204290,wooda002,SFN,15,24,5,1,3,1,20220429,0,regular
SLN202204290,bumgm001,ARI,15,19,1,1,2,1,20220429,0,regular
SLN202204290,waina001,SLN,18,25,3,5,4,1,20220429,0,regular
TBA202204290,bundd001,MIN,18,26,6,2,7,1,20220429,0,regular
TBA202204290,klubc001,TBA,18,19,1,0,6,1,20220429,0,regular
TEX202204290,andei001,ATL,18,23,2,2,5,1,20220429,0,regular
TEX202204290,richg002,TEX,3,6,2,1,2,1,20220429,0,regular
TOR202204290,urquj001,HOU,15,24,4,1,6,1,20220429,0,regular
TOR202204290,kikuy001,TOR,8,15,4,3,4,1,20220429,0,regular
BAL202204300,eovan001,BOS,21,25,0,0,8,1,20220430,0,regular
BAL202204300,watks003,BAL,14,20,1,1,3,1,20220430,0,regular
CHA202204300,suarj001,ANA,12,22,4,2,4,1,20220430,0,regular
CHA202204300,velav001,CHA,17,20,0,0,6,1,20220430,0,regular
COL202204300,overc001,CIN,16,18,1,2,3,1,20220430,0,regular
COL202204300,kuhlc001,COL,22,26,3,0,4,1,20220430,0,regular
KCA202204300,coleg001,NYA,18,26,0,2,6,1,20220430,0,regular
KCA202204300,hernc006,KCA,12,19,2,5,3,1,20220430,0,regular
LAN202204300,brieb001,DET,15,20,1,2,3,1,20220430,0,regular
LAN202204300,kersc001,LAN,18,24,1,2,7,1,20220430,0,regular
MIA202204300,ray-r002,SEA,15,23,3,4,8,1,20220430,0,regular
MIA202204300,luzaj001,MIA,18,21,1,2,5,1,20220430,0,regular
MIL202204300,steej002,CHN,9,18,2,1,4,1,20220430,0,regular
MIL202204300,lauee001,MIL,21,26,1,1,11,1,20220430,0,regular
NYN202204300,gibsk002,PHI,13,22,0,5,3,1,20220430,0,regular
NYN202204300,walkt004,NYN,15,17,0,2,1,1,20220430,0,regular
OAK202204300,biebs001,CLE,21,28,1,1,7,1,20220430,0,regular
OAK202204300,irvic001,OAK,18,23,1,2,4,1,20220430,0,regular
PIT202204300,manas001,SDN,20,27,3,3,6,1,20220430,0,regular
PIT202204300,brubj001,PIT,15,21,3,1,4,1,20220430,0,regular
SFN202204300,adonj001,WAS,12,21,4,3,5,1,20220430,0,regular
SFN202204300,webbl001,SFN,18,27,3,1,3,1,20220430,0,regular
SLN202204300,kellm002,ARI,21,25,0,0,4,1,20220430,0,regular
SLN202204300,mikom001,SLN,22,26,2,0,7,1,20220430,0,regular
TBA202204300,archc001,MIN,12,17,1,3,4,1,20220430,0,regular
TBA202204300,mccls003,TBA,15,21,3,2,11,1,20220430,0,regular
TEX202204300,eldeb001,ATL,13,18,3,3,1,1,20220430,0,regular
TEX202204300,dunnd001,TEX,23,27,1,0,7,1,20220430,0,regular
TOR202204300,garcl007,HOU,18,24,2,1,5,1,20220430,0,regular
TOR202204300,berrj001,TOR,17,27,1,2,5,1,20220430,0,regular
BAL202205010,piven001,BOS,13,18,3,0,5,1,20220501,0,regular
BAL202205010,lylej001,BAL,18,28,1,3,6,1,20220501,0,regular
CHA202205010,lorem002,ANA,25,34,3,2,2,1,20220501,0,regular
CHA202205010,keucd001,CHA,15,24,4,5,1,1,20220501,0,regular
COL202205010,sanmr001,CIN,2,10,6,2,0,1,20220501,0,regular
COL202205010,freek001,COL,21,24,1,1,4,1,20220501,0,regular
KCA202205010,sevel001,NYA,15,24,3,1,4,1,20220501,0,regular
KCA202205010,lyncd001,KCA,15,20,3,1,4,1,20220501,0,regular
LAN202205010,rodre004,DET,17,27,4,0,5,1,20220501,0,regular
LAN202205010,buehw001,LAN,15,22,0,1,5,1,20220501,0,regular
MIA202205010,gilbl002,SEA,17,24,1,4,5,1,20220501,0,regular
MIA202205010,alcas001,MIA,17,25,5,4,6,1,20220501,0,regular
MIL202205010,strom001,CHN,21,22,0,1,5,1,20220501,0,regular
MIL202205010,burnc002,MIL,21,26,2,1,10,1,20220501,0,regular
NYN202205010,efliz001,PHI,13,22,5,1,3,1,20220501,0,regular
NYN202205010,schem001,NYN,18,23,4,1,9,1,20220501,0,regular
OAK202205010,mcket001,CLE,19,25,0,1,7,1,20220501,0,regular
OAK202205010,kaprj001,OAK,6,14,4,4,2,1,20220501,0,regular
PIT202205010,musgj001,SDN,21,28,1,0,8,1,20220501,0,regular
PIT202205010,kellm003,PIT,18,23,1,0,5,1,20220501,0,regular
SFN202205010,grayj004,WAS,18,23,0,4,3,1,20220501,0,regular
SFN202205010,cobba001,SFN,2,10,1,3,0,1,20220501,0,regular
SLN202205010,daviz001,ARI,15,20,0,1,2,1,20220501,0,regular
SLN202205010,hickj002,SLN,10,14,2,2,4,1,20220501,0,regular
TBA202205010,windj002,MIN,18,20,0,1,7,1,20220501,0,regular
TBA202205010,flemj001,TBA,11,19,5,3,1,1,20220501,0,regular
TEX202205010,mullk001,ATL,8,19,7,6,3,1,20220501,0,regular
TEX202205010,heart001,TEX,15,21,2,3,6,1,20220501,0,regular
TOR202205010,valdf001,HOU,19,24,3,2,2,1,20220501,0,regular
TOR202205010,gausk001,TOR,21,27,2,0,10,1,20220501,0,regular
BAL202205020,paddc001,MIN,16,21,1,1,3,1,20220502,0,regular
BAL202205020,wellt003,BAL,15,18,1,0,4,1,20220502,0,regular
CHA202205020,sandp002,ANA,18,26,3,3,2,1,20220502,0,regular
CHA202205020,ceasd001,CHA,21,23,0,0,11,1,20220502,0,regular
HOU202205020,gonzm005,SEA,18,28,3,2,2,1,20220502,0,regular
HOU202205020,odorj001,HOU,20,22,0,1,3,1,20220502,0,regular
MIA202205020,gallz001,ARI,19,25,2,0,5,1,20220502,0,regular
MIA202205020,lopep002,MIA,14,21,3,2,7,1,20220502,0,regular
NYN202205020,friem001,ATL,18,23,2,0,6,1,20220502,0,regular
NYN202205020,bassc001,NYN,21,28,3,1,8,1,20220502,0,regular
OAK202205020,rasmd002,TBA,15,17,1,1,3,1,20220502,0,regular
OAK202205020,jeffd001,OAK,15,26,6,0,4,1,20220502,0,regular
SLN202205020,greiz001,KCA,18,20,1,0,1,1,20220502,0,regular
SLN202205020,matzs001,SLN,18,23,0,0,4,1,20220502,0,regular
TOR202205020,montj004,NYA,15,20,2,0,5,1,20220502,0,regular
TOR202205020,strir001,TOR,12,18,2,0,3,1,20220502,0,regular
BAL202205030,ryanj002,MIN,14,23,2,1,3,1,20220503,0,regular
BAL202205030,zimmb002,BAL,15,22,2,2,4,1,20220503,0,regular
BOS202205030,syndn001,ANA,21,29,3,1,3,1,20220503,0,regular
BOS202205030,wachm001,BOS,17,20,0,2,2,1,20220503,0,regular
CHN202205030,kopem001,CHA,12,18,0,2,5,1,20220503,0,regular
CHN202205030,effrs001,CHN,4,7,0,0,0,1,20220503,0,regular
COL202205030,fedde001,WAS,21,28,1,2,3,1,20220503,0,regular
COL202205030,marqg001,COL,15,26,7,2,5,1,20220503,0,regular
HOU202205030,flexc001,SEA,15,19,1,3,2,1,20220503,0,regular
HOU202205030,javic001,HOU,16,20,0,2,4,1,20220503,0,regular
KCA202205030,hudsd002,SLN,18,27,3,2,4,1,20220503,0,regular
KCA202205030,kellb003,KCA,19,25,0,3,2,1,20220503,0,regular
LAN202205030,rodoc001,SFN,18,23,2,2,3,1,20220503,0,regular
LAN202205030,uriaj001,LAN,18,21,0,0,4,1,20220503,0,regular
MIA202205030,casth002,ARI,17,21,0,0,4,1,20220503,0,regular
MIA202205030,roget003,MIA,13,21,5,2,4,1,20220503,0,regular
MIL202205030,mahlt001,CIN,10,18,4,3,2,1,20220503,0,regular
MIL202205030,woodb005,MIL,17,21,3,0,12,1,20220503,0,regular
NYN202205031,mortc002,ATL,17,28,4,3,3,1,20220503,1,regular
NYN202205031,peted003,NYN,15,23,3,3,6,1,20220503,1,regular
NYN202205032,wrigk001,ATL,21,29,3,1,3,1,20220503,2,regular
NYN202205032,carrc003,NYN,24,31,0,2,5,1,20220503,2,regular
OAK202205030,yarbr001,TBA,7,16,5,3,2,1,20220503,0,regular
OAK202205030,blacp001,OAK,13,19,3,1,5,1,20220503,0,regular
PHI202205030,grayj003,TEX,9,15,3,1,3,1,20220503,0,regular
PHI202205030,suarr001,PHI,15,24,3,2,3,1,20220503,0,regular
TOR202205030,tailj001,NYA,18,24,1,0,4,1,20220503,0,regular
TOR202205030,manoa001,TOR,18,21,1,1,7,1,20220503,0,regular
BAL202205040,bundd001,MIN,11,23,9,2,3,1,20220504,0,regular
BAL202205040,bradk001,BAL,12,18,4,2,3,1,20220504,0,regular
BOS202205040,detmr001,ANA,14,20,3,2,2,1,20220504,0,regular
BOS202205040,whitg002,BOS,15,17,2,0,9,1,20220504,0,regular
CHN202205040,gioll001,CHA,17,21,3,2,10,1,20220504,0,regular
CHN202205040,hendk001,CHN,17,24,4,1,2,1,20220504,0,regular
CLE202205041,clevm001,SDN,14,21,3,3,4,1,20220504,1,regular
CLE202205041,plesz001,CLE,15,25,4,4,4,1,20220504,1,regular
CLE202205042,gorem001,SDN,17,23,1,3,2,1,20220504,2,regular
CLE202205042,quanc001,CLE,18,25,3,5,7,1,20220504,2,regular
COL202205040,corbp001,WAS,24,35,3,0,3,1,20220504,0,regular
COL202205040,gomba001,COL,20,24,2,1,6,1,20220504,0,regular
DET202205041,peted001,PIT,10,12,0,1,4,1,20220504,1,regular
DET202205041,pinem001,DET,13,18,2,2,4,1,20220504,1,regular
DET202205042,quinj001,PIT,15,22,2,1,3,1,20220504,2,regular
DET202205042,faeda001,DET,15,22,2,1,1,1,20220504,2,regular
HOU202205040,brasm001,SEA,9,18,4,4,3,1,20220504,0,regular
HOU202205040,verlj001,HOU,20,24,2,0,3,1,20220504,0,regular
KCA202205040,waina001,SLN,21,24,0,1,2,1,20220504,0,regular
KCA202205040,bubik001,KCA,1,5,4,2,0,1,20220504,0,regular
LAN202205040,wooda002,SFN,16,20,3,2,7,1,20220504,0,regular
LAN202205040,gonst001,LAN,15,19,1,1,5,1,20220504,0,regular
MIA202205040,bumgm001,ARI,3,4,1,0,0,1,20220504,0,regular
MIA202205040,herne002,MIA,12,20,5,3,3,1,20220504,0,regular
MIL202205040,gutiv001,CIN,13,24,7,2,2,1,20220504,0,regular
MIL202205040,peraf001,MIL,15,23,3,2,7,1,20220504,0,regular
NYN202205040,andei001,ATL,16,23,1,4,1,1,20220504,0,regular
NYN202205040,megit002,NYN,16,23,3,2,9,1,20220504,0,regular
