gid,id,team,p_ipouts,p_bfp,p_er,p_w,p_k,p_gs,date,number,gametype
SDN201004190,richc002,SDN,19,26,1,1,5,1,20100419,0,regular
SEA201004190,bergb002,BAL,8,16,4,3,0,1,20100419,0,regular
SEA201004190,fistd001,SEA,21,25,1,1,3,1,20100419,0,regular
TOR201004190,bannb001,KCA,16,29,6,4,6,1,20100419,0,regular
TOR201004190,morrb001,TOR,21,24,1,2,8,1,20100419,0,regular
WAS201004190,cooka002,COL,9,20,5,4,2,1,20100419,0,regular
WAS201004190,stamc001,WAS,24,28,2,1,5,1,20100419,0,regular
ANA201004200,porcr001,DET,13,22,6,2,5,1,20100420,0,regular
ANA201004200,kazms001,ANA,17,23,2,0,7,1,20100420,0,regular
ARI201004200,lohsk001,SLN,9,21,7,4,1,1,20100420,0,regular
ARI201004200,hared001,ARI,18,28,7,2,8,1,20100420,0,regular
ATL201004200,kendk001,PHI,24,28,0,2,2,1,20100420,0,regular
ATL201004200,hanst001,ATL,14,20,2,1,4,1,20100420,0,regular
BOS201004200,lewic001,TEX,15,23,3,2,5,1,20100420,0,regular
BOS201004200,waket001,BOS,18,30,6,5,3,1,20100420,0,regular
CHA201004200,pricd001,TBA,15,24,3,3,3,1,20100420,0,regular
CHA201004200,dankj001,CHA,24,27,1,2,9,1,20100420,0,regular
CIN201004200,billc001,LAN,9,17,4,0,2,1,20100420,0,regular
CIN201004200,bailh001,CIN,16,26,5,3,5,1,20100420,0,regular
HOU201004200,volsc001,FLO,18,26,3,2,1,1,20100420,0,regular
HOU201004200,myerb001,HOU,21,28,4,0,2,1,20100420,0,regular
MIN201004200,mastj001,CLE,12,23,2,5,6,1,20100420,0,regular
MIN201004200,slowk001,MIN,24,29,1,0,9,1,20100420,0,regular
NYN201004200,zambc001,CHN,18,27,2,3,9,1,20100420,0,regular
NYN201004200,pelfm001,NYN,21,25,0,3,6,1,20100420,0,regular
OAK201004200,vazqj001,NYA,16,23,3,3,6,1,20100420,0,regular
OAK201004200,gonzg003,OAK,13,21,5,5,5,1,20100420,0,regular
PIT201004200,bushd001,MIL,21,27,0,4,2,1,20100420,0,regular
PIT201004200,mortc002,PIT,3,12,5,3,1,1,20100420,0,regular
SDN201004200,sancj002,SFN,21,25,1,3,10,1,20100420,0,regular
SDN201004200,latom001,SDN,21,24,0,1,2,1,20100420,0,regular
SEA201004200,hernd002,BAL,19,27,3,2,2,1,20100420,0,regular
SEA201004200,vargj001,SEA,21,27,1,2,5,1,20100420,0,regular
TOR201004200,davik002,KCA,18,25,4,2,4,1,20100420,0,regular
TOR201004200,eveld001,TOR,16,24,2,2,3,1,20100420,0,regular
WAS201004200,delaj001,COL,15,26,4,4,6,1,20100420,0,regular
WAS201004200,olses001,WAS,6,14,6,1,1,1,20100420,0,regular
ANA201004210,bondj001,DET,18,24,3,2,5,1,20100421,0,regular
ANA201004210,weavj003,ANA,21,27,2,2,6,1,20100421,0,regular
ARI201004210,carpc002,SLN,21,27,3,2,10,1,20100421,0,regular
ARI201004210,jacke001,ARI,24,31,4,0,4,1,20100421,0,regular
ATL201004210,hallr001,PHI,27,32,0,1,7,1,20100421,0,regular
ATL201004210,hudst001,ATL,18,27,2,2,5,1,20100421,0,regular
BOS201004210,harrm001,TEX,12,20,6,3,3,1,20100421,0,regular
BOS201004210,beckj002,BOS,21,32,7,5,4,1,20100421,0,regular
CHA201004210,daviw001,TBA,18,22,0,3,6,1,20100421,0,regular
CHA201004210,buehm001,CHA,14,22,6,1,4,1,20100421,0,regular
CIN201004210,kuroh001,LAN,17,27,3,2,4,1,20100421,0,regular
CIN201004210,haraa001,CIN,17,28,6,2,2,1,20100421,0,regular
HOU201004210,johnj009,FLO,18,23,2,3,2,1,20100421,0,regular
HOU201004210,norrb001,HOU,15,21,3,2,5,1,20100421,0,regular
MIN201004210,huffd001,CLE,18,25,4,6,1,1,20100421,0,regular
MIN201004210,lirif001,MIN,24,30,0,2,6,1,20100421,0,regular
NYN201004210,silvc001,CHN,18,23,1,2,4,1,20100421,0,regular
NYN201004210,pereo002,NYN,15,26,2,3,4,1,20100421,0,regular
OAK201004210,hughp001,NYA,22,25,1,2,10,1,20100421,0,regular
OAK201004210,sheeb001,OAK,18,24,2,3,4,1,20100421,0,regular
PIT201004210,gally001,MIL,15,20,0,3,10,1,20100421,0,regular
PIT201004210,dukez001,PIT,15,28,6,4,3,1,20100421,0,regular
SDN201004210,wellt002,SFN,12,20,2,4,3,1,20100421,0,regular
SDN201004210,garlj001,SDN,21,27,1,2,1,1,20100421,0,regular
SEA201004210,millk004,BAL,24,34,4,3,4,1,20100421,0,regular
SEA201004210,hernf002,SEA,27,35,0,0,6,1,20100421,0,regular
TOR201004210,greiz001,KCA,21,25,2,1,8,1,20100421,0,regular
TOR201004210,marcs001,TOR,21,26,3,1,6,1,20100421,0,regular
WAS201004210,hammj002,COL,21,31,3,1,6,1,20100421,0,regular
WAS201004210,lannj001,WAS,18,29,4,1,2,1,20100421,0,regular
ANA201004220,verlj001,DET,15,24,4,4,4,1,20100422,0,regular
ANA201004220,saunj001,ANA,8,16,5,2,0,1,20100422,0,regular
ATL201004220,moyej001,PHI,18,26,0,2,4,1,20100422,0,regular
ATL201004220,lowed001,ATL,15,24,4,2,3,1,20100422,0,regular
BOS201004220,wilsc004,TEX,20,25,0,2,2,1,20100422,0,regular
BOS201004220,buchc001,BOS,20,26,3,1,10,1,20100422,0,regular
CHA201004220,shiej002,TBA,21,30,2,3,3,1,20100422,0,regular
CHA201004220,peavj001,CHA,13,27,7,7,5,1,20100422,0,regular
CIN201004220,padiv001,LAN,18,27,2,0,8,1,20100422,0,regular
CIN201004220,leakm001,CIN,21,29,5,1,5,1,20100422,0,regular
HOU201004220,sanca004,FLO,20,29,1,0,1,1,20100422,0,regular
HOU201004220,paulf001,HOU,17,26,2,3,4,1,20100422,0,regular
MIN201004220,talbm001,CLE,18,20,0,3,3,1,20100422,0,regular
MIN201004220,bakes002,MIN,17,26,6,1,3,1,20100422,0,regular
NYN201004220,gorzt001,CHN,17,24,2,2,7,1,20100422,0,regular
NYN201004220,santj003,NYN,19,27,1,0,5,1,20100422,0,regular
OAK201004220,sabac001,NYA,24,30,3,6,5,1,20100422,0,regular
OAK201004220,bradd002,OAK,18,23,2,1,2,1,20100422,0,regular
PIT201004220,wolfr001,MIL,18,26,0,3,3,1,20100422,0,regular
PIT201004220,mccud001,PIT,11,20,6,1,2,1,20100422,0,regular
WAS201004220,jimeu001,COL,22,27,0,2,5,1,20100422,0,regular
WAS201004220,hernl003,WAS,24,28,2,2,5,1,20100422,0,regular
ANA201004230,burna001,NYA,19,29,4,2,3,1,20100423,0,regular
ANA201004230,sante001,ANA,18,29,4,1,3,1,20100423,0,regular
ARI201004230,hamec001,PHI,18,27,6,1,7,1,20100423,0,regular
ARI201004230,bensk001,ARI,18,27,2,0,5,1,20100423,0,regular
BOS201004230,guthj001,BAL,18,24,3,2,0,1,20100423,0,regular
BOS201004230,lestj001,BOS,17,25,0,4,7,1,20100423,0,regular
CHA201004230,rowlr002,SEA,16,25,3,1,0,1,20100423,0,regular
CHA201004230,floyg001,CHA,19,29,5,3,4,1,20100423,0,regular
CIN201004230,corrk001,SDN,17,22,2,3,5,1,20100423,0,regular
CIN201004230,arrob001,CIN,9,19,8,2,0,1,20100423,0,regular
HOU201004230,mahop002,PIT,21,28,2,2,3,1,20100423,0,regular
HOU201004230,oswar001,HOU,21,27,2,1,4,1,20100423,0,regular
KCA201004230,pavac001,MIN,21,24,2,0,5,1,20100423,0,regular
KCA201004230,mechg001,KCA,10,19,4,5,2,1,20100423,0,regular
MIL201004230,dempr002,CHN,23,31,1,1,4,1,20100423,0,regular
MIL201004230,suppj001,MIL,13,25,5,2,2,1,20100423,0,regular
NYN201004230,kawak001,ATL,18,26,3,1,3,1,20100423,0,regular
NYN201004230,mainj001,NYN,11,17,1,2,3,1,20100423,0,regular
OAK201004230,westj001,CLE,15,22,4,1,1,1,20100423,0,regular
OAK201004230,duchj001,OAK,18,22,0,4,2,1,20100423,0,regular
SFN201004230,garcj004,SLN,18,28,2,3,2,1,20100423,0,regular
SFN201004230,linct001,SFN,21,29,1,3,8,1,20100423,0,regular
TBA201004230,cecib001,TOR,20,27,4,1,8,1,20100423,0,regular
TBA201004230,garzm001,TBA,15,28,5,4,6,1,20100423,0,regular
TEX201004230,schem001,DET,21,27,3,2,7,1,20100423,0,regular
TEX201004230,hardr001,TEX,13,23,2,4,5,1,20100423,0,regular
WAS201004230,haegc001,LAN,16,23,3,2,3,1,20100423,0,regular
WAS201004230,atill001,WAS,18,26,1,2,1,1,20100423,0,regular
ANA201004240,petta001,NYA,24,28,1,0,8,1,20100424,0,regular
ANA201004240,pinej001,ANA,18,28,6,1,2,1,20100424,0,regular
ARI201004240,figun001,PHI,15,21,2,2,4,1,20100424,0,regular
ARI201004240,kenni001,ARI,24,29,2,1,4,1,20100424,0,regular
BOS201004240,matub001,BAL,18,26,3,3,4,1,20100424,0,regular
BOS201004240,lackj001,BOS,21,31,3,2,3,1,20100424,0,regular
CHA201004240,fistd001,SEA,24,29,2,1,4,1,20100424,0,regular
CHA201004240,garcf002,CHA,21,25,2,2,5,1,20100424,0,regular
CIN201004240,leblw001,SDN,18,20,0,2,3,1,20100424,0,regular
CIN201004240,cuetj001,CIN,18,25,5,1,5,1,20100424,0,regular
COL201004241,nolar001,FLO,24,29,1,0,9,1,20100424,1,regular
COL201004241,smitg002,COL,15,24,4,1,1,1,20100424,1,regular
COL201004242,roben001,FLO,12,22,5,4,3,1,20100424,2,regular
COL201004242,cooka002,COL,27,33,1,2,4,1,20100424,2,regular
HOU201004240,jakuc001,PIT,2,4,2,0,0,1,20100424,0,regular
HOU201004240,rodrw002,HOU,22,28,1,1,7,1,20100424,0,regular
KCA201004240,blacn001,MIN,13,25,5,2,0,1,20100424,0,regular
KCA201004240,hochl001,KCA,20,30,4,1,7,1,20100424,0,regular
MIL201004240,lillt001,CHN,18,23,0,2,4,1,20100424,0,regular
MIL201004240,david002,MIL,19,27,2,2,6,1,20100424,0,regular
NYN201004240,jurrj001,ATL,20,28,3,4,3,1,20100424,0,regular
NYN201004240,niesj001,NYN,16,26,1,5,6,1,20100424,0,regular
OAK201004240,carmf001,CLE,22,29,1,0,4,1,20100424,0,regular
OAK201004240,andeb004,OAK,18,22,1,1,5,1,20100424,0,regular
SFN201004240,waina001,SLN,24,33,2,1,4,1,20100424,0,regular
SFN201004240,zitob001,SFN,24,28,0,3,10,1,20100424,0,regular
TBA201004240,romer002,TOR,21,30,2,3,3,1,20100424,0,regular
TBA201004240,niemj001,TBA,20,27,3,1,8,1,20100424,0,regular
TEX201004240,thomb001,DET,9,18,4,2,1,1,20100424,0,regular
TEX201004240,felds001,TEX,11,22,4,4,1,1,20100424,0,regular
WAS201004240,kersc001,LAN,18,28,2,3,6,1,20100424,0,regular
WAS201004240,stamc001,WAS,21,25,3,0,3,1,20100424,0,regular
ANA201004250,vazqj001,NYA,11,19,5,3,3,1,20100425,0,regular
ANA201004250,kazms001,ANA,16,24,4,4,3,1,20100425,0,regular
ARI201004250,kendk001,PHI,15,27,5,4,4,1,20100425,0,regular
ARI201004250,loper001,ARI,18,27,6,0,5,1,20100425,0,regular
BOS201004250,hernd002,BAL,15,22,3,3,1,1,20100425,0,regular
BOS201004250,waket001,BOS,20,29,2,1,5,1,20100425,0,regular
CHA201004250,vargj001,SEA,20,28,2,3,3,1,20100425,0,regular
CHA201004250,dankj001,CHA,24,30,2,0,5,1,20100425,0,regular
CIN201004250,richc002,SDN,16,25,3,4,1,1,20100425,0,regular
CIN201004250,bailh001,CIN,18,26,4,1,8,1,20100425,0,regular
COL201004250,volsc001,FLO,13,22,7,2,1,1,20100425,0,regular
COL201004250,delaj001,COL,15,21,2,3,6,1,20100425,0,regular
HOU201004250,mortc002,PIT,9,17,5,2,2,1,20100425,0,regular
HOU201004250,myerb001,HOU,18,28,2,1,6,1,20100425,0,regular
KCA201004250,slowk001,MIN,16,27,4,3,2,1,20100425,0,regular
KCA201004250,bannb001,KCA,19,29,2,2,0,1,20100425,0,regular
MIL201004250,wellr001,CHN,21,29,2,0,6,1,20100425,0,regular
MIL201004250,bushd001,MIL,11,23,7,2,2,1,20100425,0,regular
NYN201004250,hanst001,ATL,15,22,0,2,8,1,20100425,0,regular
NYN201004250,pelfm001,NYN,15,23,0,5,3,1,20100425,0,regular
OAK201004250,mastj001,CLE,12,23,7,4,4,1,20100425,0,regular
OAK201004250,gonzg003,OAK,21,27,0,2,3,1,20100425,0,regular
SFN201004250,pennb002,SLN,23,30,0,0,2,1,20100425,0,regular
SFN201004250,cainm001,SFN,15,22,2,1,4,1,20100425,0,regular
TBA201004250,morrb001,TOR,18,23,2,6,8,1,20100425,0,regular
TBA201004250,pricd001,TBA,27,31,0,1,9,1,20100425,0,regular
TEX201004250,porcr001,DET,12,23,6,2,3,1,20100425,0,regular
TEX201004250,lewic001,TEX,19,27,4,2,10,1,20100425,0,regular
WAS201004250,billc001,LAN,18,23,1,2,5,1,20100425,0,regular
WAS201004250,olses001,WAS,21,27,0,1,8,1,20100425,0,regular
ANA201004260,huffd001,CLE,16,29,5,1,4,1,20100426,0,regular
ANA201004260,weavj003,ANA,18,26,1,1,7,1,20100426,0,regular
CHN201004260,lannj001,WAS,18,25,3,5,1,1,20100426,0,regular
CHN201004260,silvc001,CHN,21,29,3,1,3,1,20100426,0,regular
COL201004260,hared001,ARI,24,29,2,2,10,1,20100426,0,regular
COL201004260,hammj002,COL,9,16,5,1,2,1,20100426,0,regular
FLO201004260,latom001,SDN,8,18,7,3,4,1,20100426,0,regular
FLO201004260,johnj009,FLO,27,31,1,1,12,1,20100426,0,regular
KCA201004260,hernf002,SEA,21,33,2,3,7,1,20100426,0,regular
KCA201004260,davik002,KCA,18,22,0,3,5,1,20100426,0,regular
MIL201004260,dukez001,PIT,12,26,8,4,4,1,20100426,0,regular
MIL201004260,gally001,MIL,18,29,0,3,4,1,20100426,0,regular
SFN201004260,hallr001,PHI,21,30,5,0,5,1,20100426,0,regular
SFN201004260,sancj002,SFN,15,24,1,5,6,1,20100426,0,regular
SLN201004260,hudst001,ATL,18,24,3,3,4,1,20100426,0,regular
SLN201004260,lohsk001,SLN,18,26,3,2,2,1,20100426,0,regular
TEX201004260,bondj001,DET,17,24,4,1,3,1,20100426,0,regular
TEX201004260,harrm001,TEX,18,29,6,3,5,1,20100426,0,regular
TOR201004260,beckj002,BOS,9,21,8,3,3,1,20100426,0,regular
TOR201004260,eveld001,TOR,9,20,7,3,3,1,20100426,0,regular
ANA201004270,talbm001,CLE,19,27,1,3,1,1,20100427,0,regular
ANA201004270,saunj001,ANA,15,25,3,4,2,1,20100427,0,regular
BAL201004270,hughp001,NYA,17,22,1,4,2,1,20100427,0,regular
BAL201004270,millk004,BAL,16,24,2,3,4,1,20100427,0,regular
CHN201004270,hernl003,WAS,21,28,1,1,1,1,20100427,0,regular
CHN201004270,gorzt001,CHN,21,26,2,2,3,1,20100427,0,regular
COL201004270,jacke001,ARI,7,19,10,2,2,1,20100427,0,regular
COL201004270,jimeu001,COL,18,22,0,2,6,1,20100427,0,regular
DET201004270,lirif001,MIN,24,28,0,1,10,1,20100427,0,regular
DET201004270,verlj001,DET,17,26,0,3,7,1,20100427,0,regular
FLO201004270,garlj001,SDN,18,22,1,3,10,1,20100427,0,regular
FLO201004270,sanca004,FLO,19,27,2,2,7,1,20100427,0,regular
HOU201004270,haraa001,CIN,18,26,2,1,6,1,20100427,0,regular
HOU201004270,norrb001,HOU,15,25,5,4,6,1,20100427,0,regular
KCA201004270,sneli001,SEA,16,27,2,3,4,1,20100427,0,regular
KCA201004270,greiz001,KCA,21,26,0,0,5,1,20100427,0,regular
MIL201004270,karsj001,PIT,20,29,2,4,4,1,20100427,0,regular
MIL201004270,wolfr001,MIL,24,35,2,1,4,1,20100427,0,regular
NYN201004271,kuroh001,LAN,18,25,2,3,4,1,20100427,1,regular
NYN201004271,santj003,NYN,18,25,0,3,6,1,20100427,1,regular
NYN201004272,haegc001,LAN,12,20,5,4,1,1,20100427,2,regular
NYN201004272,pereo002,NYN,11,18,3,4,2,1,20100427,2,regular
SFN201004270,moyej001,PHI,18,27,4,1,2,1,20100427,0,regular
SFN201004270,wellt002,SFN,21,26,2,3,4,1,20100427,0,regular
SLN201004270,lowed001,ATL,17,24,5,2,4,1,20100427,0,regular
SLN201004270,carpc002,SLN,18,25,2,3,4,1,20100427,0,regular
TBA201004270,sheeb001,OAK,12,21,8,1,2,1,20100427,0,regular
TBA201004270,daviw001,TBA,15,23,4,2,4,1,20100427,0,regular
TEX201004270,buehm001,CHA,21,28,4,1,2,1,20100427,0,regular
TEX201004270,wilsc004,TEX,18,26,2,3,5,1,20100427,0,regular
TOR201004270,buchc001,BOS,24,33,1,2,4,1,20100427,0,regular
TOR201004270,marcs001,TOR,21,27,1,3,5,1,20100427,0,regular
ANA201004280,westj001,CLE,18,23,3,1,7,1,20100428,0,regular
ANA201004280,sante001,ANA,20,28,3,3,8,1,20100428,0,regular
BAL201004280,sabac001,NYA,23,34,3,2,5,1,20100428,0,regular
BAL201004280,guthj001,BAL,14,22,6,1,4,1,20100428,0,regular
CHN201004280,atill001,WAS,18,28,2,3,1,1,20100428,0,regular
CHN201004280,dempr002,CHN,24,29,3,1,6,1,20100428,0,regular
COL201004280,bensk001,ARI,6,12,4,2,2,1,20100428,0,regular
COL201004280,smitg002,COL,3,10,6,3,0,1,20100428,0,regular
DET201004280,bakes002,MIN,12,23,5,3,5,1,20100428,0,regular
DET201004280,schem001,DET,11,20,6,0,3,1,20100428,0,regular
FLO201004280,corrk001,SDN,15,23,4,1,4,1,20100428,0,regular
FLO201004280,roben001,FLO,12,21,5,4,1,1,20100428,0,regular
HOU201004280,leakm001,CIN,21,26,1,2,5,1,20100428,0,regular
HOU201004280,paulf001,HOU,15,26,2,4,4,1,20100428,0,regular
KCA201004280,rowlr002,SEA,17,25,5,3,4,1,20100428,0,regular
KCA201004280,mechg001,KCA,18,28,5,3,5,1,20100428,0,regular
MIL201004280,mahop002,PIT,21,31,4,5,6,1,20100428,0,regular
MIL201004280,narvc001,MIL,15,22,3,2,6,1,20100428,0,regular
NYN201004280,ely-j001,LAN,18,28,5,3,4,1,20100428,0,regular
NYN201004280,mainj001,NYN,18,26,2,3,9,1,20100428,0,regular
SFN201004280,hamec001,PHI,18,30,4,4,10,1,20100428,0,regular
SFN201004280,linct001,SFN,25,28,2,1,11,1,20100428,0,regular
SLN201004280,kawak001,ATL,13,22,4,4,4,1,20100428,0,regular
SLN201004280,garcj004,SLN,21,26,0,1,5,1,20100428,0,regular
TBA201004280,bradd002,OAK,12,23,6,3,1,1,20100428,0,regular
TBA201004280,shiej002,TBA,21,29,1,1,12,1,20100428,0,regular
TEX201004280,peavj001,CHA,19,29,6,5,7,1,20100428,0,regular
TEX201004280,hardr001,TEX,18,25,3,5,2,1,20100428,0,regular
TOR201004280,lestj001,BOS,21,23,0,2,11,1,20100428,0,regular
TOR201004280,cecib001,TOR,18,23,1,1,3,1,20100428,0,regular
BAL201004290,burna001,NYA,24,28,0,1,4,1,20100429,0,regular
BAL201004290,matub001,BAL,18,27,3,0,2,1,20100429,0,regular
CHN201004290,kenni001,ARI,24,32,4,1,6,1,20100429,0,regular
CHN201004290,lillt001,CHN,15,24,6,2,6,1,20100429,0,regular
DET201004290,pavac001,MIN,24,33,2,2,5,1,20100429,0,regular
DET201004290,willd003,DET,18,23,0,2,6,1,20100429,0,regular
HOU201004290,arrob001,CIN,20,28,2,3,7,1,20100429,0,regular
HOU201004290,oswar001,HOU,21,31,3,4,7,1,20100429,0,regular
LAN201004290,burrb001,PIT,16,23,0,4,3,1,20100429,0,regular
LAN201004290,kersc001,LAN,19,26,2,4,7,1,20100429,0,regular
SDN201004290,david002,MIL,12,23,5,2,5,1,20100429,0,regular
SDN201004290,leblw001,SDN,19,26,0,0,6,1,20100429,0,regular
SLN201004290,jurrj001,ATL,3,6,3,0,0,1,20100429,0,regular
SLN201004290,waina001,SLN,18,24,3,2,4,1,20100429,0,regular
TBA201004290,hochl001,KCA,8,20,9,2,1,1,20100429,0,regular
TBA201004290,garzm001,TBA,18,24,1,2,9,1,20100429,0,regular
TEX201004290,floyg001,CHA,21,26,1,0,5,1,20100429,0,regular
TEX201004290,felds001,TEX,18,25,1,4,4,1,20100429,0,regular
TOR201004290,duchj001,OAK,10,16,4,2,3,1,20100429,0,regular
TOR201004290,romer002,TOR,18,26,3,4,6,1,20100429,0,regular
ATL201004300,myerb001,HOU,21,30,3,4,5,1,20100430,0,regular
ATL201004300,hanst001,ATL,24,28,2,0,7,1,20100430,0,regular
BAL201004300,lackj001,BOS,21,28,2,3,6,1,20100430,0,regular
BAL201004300,hernd002,BAL,16,22,2,5,3,1,20100430,0,regular
CHN201004300,loper001,ARI,18,25,2,0,4,1,20100430,0,regular
CHN201004300,wellr001,CHN,18,26,5,0,8,1,20100430,0,regular
CLE201004300,slowk001,MIN,15,24,3,0,6,1,20100430,0,regular
CLE201004300,carmf001,CLE,18,27,6,2,2,1,20100430,0,regular
DET201004300,pinej001,ANA,10,23,9,1,1,1,20100430,0,regular
DET201004300,porcr001,DET,16,24,5,0,3,1,20100430,0,regular
FLO201004300,olses001,WAS,18,26,0,3,4,1,20100430,0,regular
FLO201004300,nolar001,FLO,12,20,5,1,7,1,20100430,0,regular
LAN201004300,mortc002,PIT,18,28,3,2,8,1,20100430,0,regular
LAN201004300,billc001,LAN,18,25,2,3,4,1,20100430,0,regular
NYA201004300,garcf002,CHA,18,24,4,2,2,1,20100430,0,regular
NYA201004300,petta001,NYA,18,27,4,2,3,1,20100430,0,regular
PHI201004300,niesj001,NYN,21,26,1,1,7,1,20100430,0,regular
PHI201004300,kendk001,PHI,15,21,4,1,3,1,20100430,0,regular
SDN201004300,bushd001,MIL,21,29,3,4,3,1,20100430,0,regular
SDN201004300,richc002,SDN,18,25,0,3,8,1,20100430,0,regular
SEA201004300,lewic001,TEX,27,31,0,1,10,1,20100430,0,regular
SEA201004300,lee-c003,SEA,21,23,0,0,8,1,20100430,0,regular
SFN201004300,cooka002,COL,18,29,5,5,1,1,20100430,0,regular
SFN201004300,zitob001,SFN,24,31,2,3,5,1,20100430,0,regular
SLN201004300,cuetj001,CIN,15,20,2,1,3,1,20100430,0,regular
SLN201004300,pennb002,SLN,18,27,3,5,3,1,20100430,0,regular
TBA201004300,bannb001,KCA,21,24,1,2,3,1,20100430,0,regular
TBA201004300,niemj001,TBA,22,26,1,4,3,1,20100430,0,regular
TOR201004300,cahit001,OAK,15,24,6,1,3,1,20100430,0,regular
TOR201004300,morrb001,TOR,18,27,2,2,9,1,20100430,0,regular
ATL201005010,rodrw002,HOU,15,26,2,1,5,1,20100501,0,regular
ATL201005010,hudst001,ATL,20,25,1,2,1,1,20100501,0,regular
BAL201005010,matsd001,BOS,14,22,6,3,4,1,20100501,0,regular
BAL201005010,bergb002,BAL,15,22,4,0,2,1,20100501,0,regular
CHN201005010,hared001,ARI,18,29,3,2,3,1,20100501,0,regular
CHN201005010,silvc001,CHN,15,24,5,3,6,1,20100501,0,regular
CLE201005010,mansj001,MIN,18,22,2,1,6,1,20100501,0,regular
CLE201005010,mastj001,CLE,23,32,4,1,7,1,20100501,0,regular
DET201005010,kazms001,ANA,18,28,1,4,7,1,20100501,0,regular
DET201005010,bondj001,DET,18,24,1,0,4,1,20100501,0,regular
FLO201005010,stamc001,WAS,12,20,3,2,2,1,20100501,0,regular
FLO201005010,volsc001,FLO,27,31,1,1,8,1,20100501,0,regular
LAN201005010,dukez001,PIT,18,29,4,2,5,1,20100501,0,regular
LAN201005010,monac001,LAN,12,18,1,2,2,1,20100501,0,regular
NYA201005010,dankj001,CHA,15,23,2,3,1,1,20100501,0,regular
NYA201005010,vazqj001,NYA,9,19,5,4,2,1,20100501,0,regular
PHI201005010,pelfm001,NYN,12,20,6,1,2,1,20100501,0,regular
PHI201005010,hallr001,PHI,27,32,0,1,6,1,20100501,0,regular
SDN201005010,gally001,MIL,21,29,1,2,11,1,20100501,0,regular
SDN201005010,latom001,SDN,18,27,2,3,4,1,20100501,0,regular
SEA201005010,harrm001,TEX,18,28,2,3,3,1,20100501,0,regular
SEA201005010,hernf002,SEA,13,24,5,4,5,1,20100501,0,regular
SFN201005010,rogee002,COL,12,21,4,4,2,1,20100501,0,regular
SFN201005010,cainm001,SFN,24,28,0,3,8,1,20100501,0,regular
SLN201005010,bailh001,CIN,20,30,2,3,6,1,20100501,0,regular
SLN201005010,lohsk001,SLN,21,26,1,0,8,1,20100501,0,regular
TBA201005010,davik002,KCA,18,24,2,5,6,1,20100501,0,regular
TBA201005010,pricd001,TBA,18,23,2,1,1,1,20100501,0,regular
TOR201005010,gonzg003,OAK,20,26,2,2,8,1,20100501,0,regular
TOR201005010,eveld001,TOR,20,30,4,3,1,1,20100501,0,regular
ATL201005020,norrb001,HOU,14,25,7,4,3,1,20100502,0,regular
ATL201005020,lowed001,ATL,15,22,1,1,3,1,20100502,0,regular
BAL201005020,beckj002,BOS,21,27,2,0,6,1,20100502,0,regular
BAL201005020,millk004,BAL,24,29,2,4,4,1,20100502,0,regular
CHN201005020,jacke001,ARI,12,22,8,1,0,1,20100502,0,regular
CHN201005020,gorzt001,CHN,21,29,2,3,10,1,20100502,0,regular
CLE201005020,lirif001,MIN,21,29,3,3,9,1,20100502,0,regular
CLE201005020,huffd001,CLE,15,26,4,2,2,1,20100502,0,regular
DET201005020,weavj003,ANA,14,22,4,1,6,1,20100502,0,regular
DET201005020,verlj001,DET,25,28,1,0,7,1,20100502,0,regular
FLO201005020,lannj001,WAS,15,27,6,3,2,1,20100502,0,regular
FLO201005020,johnj009,FLO,18,25,2,4,8,1,20100502,0,regular
LAN201005020,karsj001,PIT,15,25,6,1,3,1,20100502,0,regular
LAN201005020,kuroh001,LAN,24,29,1,1,3,1,20100502,0,regular
NYA201005020,buehm001,CHA,14,26,5,1,3,1,20100502,0,regular
NYA201005020,hughp001,NYA,21,25,0,1,6,1,20100502,0,regular
PHI201005020,santj003,NYN,11,21,10,2,1,1,20100502,0,regular
PHI201005020,moyej001,PHI,18,25,5,0,2,1,20100502,0,regular
SDN201005020,wolfr001,MIL,15,27,4,6,5,1,20100502,0,regular
SDN201005020,garlj001,SDN,21,28,0,5,3,1,20100502,0,regular
SEA201005020,wilsc004,TEX,21,29,1,3,4,1,20100502,0,regular
SEA201005020,fistd001,SEA,24,27,0,0,3,1,20100502,0,regular
SFN201005020,chacj001,COL,21,25,0,3,7,1,20100502,0,regular
SFN201005020,sancj002,SFN,14,22,3,5,4,1,20100502,0,regular
SLN201005020,haraa001,CIN,18,24,3,0,6,1,20100502,0,regular
SLN201005020,carpc002,SLN,21,27,0,3,8,1,20100502,0,regular
TBA201005020,greiz001,KCA,24,29,1,0,6,1,20100502,0,regular
TBA201005020,daviw001,TBA,21,27,0,3,5,1,20100502,0,regular
TOR201005020,sheeb001,OAK,10,22,9,2,2,1,20100502,0,regular
TOR201005020,marcs001,TOR,19,28,1,4,6,1,20100502,0,regular
BOS201005030,saunj001,ANA,12,26,7,4,3,1,20100503,0,regular
BOS201005030,buchc001,BOS,17,27,4,3,2,1,20100503,0,regular
CHA201005030,mechg001,KCA,15,25,5,3,2,1,20100503,0,regular
CHA201005030,peavj001,CHA,21,26,0,1,9,1,20100503,0,regular
CIN201005030,pereo002,NYN,18,27,2,4,4,1,20100503,0,regular
CIN201005030,leakm001,CIN,18,23,1,1,4,1,20100503,0,regular
CLE201005030,cecib001,TOR,24,27,1,2,10,1,20100503,0,regular
CLE201005030,talbm001,CLE,24,35,5,4,5,1,20100503,0,regular
